step,wp0_x,wp0_y,wp1_x,wp1_y,ego_speed,steer,throttle,brake
316,-1.3021,-0.0004,-1.2980,0.0008,0.0000,0.0002,0.0000,1.0000
317,-1.3028,-0.0003,-1.2992,0.0008,0.0000,0.0002,0.0000,1.0000
318,-1.3034,-0.0003,-1.3003,0.0007,0.0000,0.0002,0.0000,1.0000
319,-1.3025,-0.0009,-1.2984,0.0002,0.0000,0.0002,0.0000,1.0000
320,-1.3017,-0.0009,-1.2969,0.0001,0.0000,0.0002,0.0000,1.0000
321,-1.2997,-0.0012,-1.2932,0.0000,0.0000,0.0002,0.0000,1.0000
322,-1.2973,-0.0014,-1.2886,-0.0001,0.0000,0.0002,0.0000,1.0000
323,-1.2970,-0.0014,-1.2880,-0.0001,0.0000,0.0002,0.0000,1.0000
324,-1.2983,-0.0013,-1.2904,-0.0001,0.0000,0.0002,0.0000,1.0000
325,-1.2999,-0.0012,-1.2933,-0.0000,0.0000,0.0001,0.0000,1.0000
326,-1.3009,-0.0011,-1.2951,0.0000,0.0000,0.0000,0.0000,1.0000
327,-1.3013,-0.0011,-1.2956,0.0000,0.0000,0.0000,0.0000,1.0000
328,-1.3007,-0.0012,-1.2945,-0.0000,0.0000,0.0000,0.0000,1.0000
329,-1.2986,-0.0014,-1.2904,-0.0002,0.0000,0.0000,0.0000,1.0000
330,-1.2935,-0.0019,-1.2805,-0.0005,0.0000,0.0000,0.0000,1.0000
331,0.1867,-0.0010,1.6728,-0.0011,0.0000,-0.0005,0.7500,0.0000
332,0.1869,-0.0010,1.6732,-0.0011,0.0014,-0.0004,0.7500,0.0000
333,0.1871,-0.0009,1.6734,-0.0010,0.0013,-0.0004,0.7500,0.0000
334,0.1872,-0.0009,1.6736,-0.0010,0.0009,-0.0004,0.7500,0.0000
335,0.1879,-0.0008,1.6749,-0.0010,0.0006,-0.0004,0.7500,0.0000
336,0.1837,-0.0001,1.6700,-0.0006,0.0004,-0.0001,0.7500,0.0000
337,0.1809,0.0002,1.6695,-0.0006,0.1454,-0.0001,0.7500,0.0000
338,0.2115,0.0016,1.6974,0.0013,0.7057,0.0006,0.7500,0.0000
339,0.6931,0.0018,2.6853,-0.0005,1.0005,0.0001,0.7500,0.0000
340,0.6882,0.0016,2.6818,-0.0005,1.2293,0.0001,0.7500,0.0000
341,0.6415,0.0021,2.6055,0.0011,1.4112,0.0005,0.7500,0.0000
342,0.7221,0.0003,2.7165,-0.0016,1.5467,-0.0003,0.7500,0.0000
343,0.7184,0.0011,2.7071,-0.0009,1.7484,0.0001,0.7500,0.0000
344,0.6112,-0.0037,2.4312,-0.0003,2.0268,-0.0008,0.7500,0.0000
345,0.2378,0.0006,1.7524,-0.0003,2.3070,0.0002,0.7500,0.0000
346,0.2395,0.0001,1.7561,-0.0007,2.6255,-0.0002,0.7500,0.0000
347,0.2500,0.0032,1.7771,0.0022,2.9628,0.0012,0.7500,0.0000
348,0.2264,0.0028,1.7389,0.0018,3.3373,0.0008,0.7500,0.0000
349,0.2727,0.0020,1.8030,0.0006,3.7264,0.0004,0.7500,0.0000
350,0.1989,0.0020,1.6989,0.0017,4.0760,0.0007,0.7500,0.0000
351,0.1821,-0.0005,1.6681,-0.0009,4.4121,-0.0004,0.7500,0.0000
352,0.2068,0.0019,1.7160,0.0019,4.7467,0.0009,0.7500,0.0000
353,0.1788,-0.0007,1.6661,-0.0004,5.0825,-0.0003,0.0000,0.0000
354,0.1899,0.0015,1.6893,0.0017,5.0605,0.0008,0.1125,0.0000
355,0.1788,-0.0014,1.6636,-0.0009,4.8608,-0.0005,0.7500,0.0000
356,0.1936,0.0022,1.6979,0.0019,4.6908,0.0011,0.7500,0.0000
357,0.1792,0.0002,1.6674,0.0003,4.8035,0.0001,0.7500,0.0000
358,0.2493,0.0027,1.7576,0.0012,5.0652,0.0010,0.7500,0.0000
359,0.1816,0.0009,1.6735,0.0004,5.0748,0.0003,0.0000,0.0000
360,0.2080,0.0045,1.7249,0.0021,5.1987,0.0015,0.7500,0.0000
361,0.1813,0.0004,1.6729,-0.0001,4.9883,-0.0001,0.0000,0.0000
362,0.2042,0.0043,1.7158,0.0022,4.8862,0.0016,0.7500,0.0000
363,0.1798,-0.0004,1.6697,-0.0006,4.7121,-0.0003,0.7500,0.0000
364,0.1876,0.0019,1.6844,0.0013,4.7787,0.0010,0.7500,0.0000
365,0.1796,-0.0009,1.6672,-0.0010,5.0248,-0.0003,0.0000,0.0000
366,0.2302,0.0039,1.7358,0.0024,4.9374,0.0017,0.7500,0.0000
367,0.1913,0.0014,1.6777,0.0007,4.8851,0.0004,0.5252,0.0000
368,0.1941,-0.0009,1.6837,-0.0009,4.8852,-0.0003,0.6567,0.0000
369,0.2164,0.0014,1.7049,0.0015,4.9861,0.0009,0.0450,0.0000
370,0.2194,-0.0023,1.7186,-0.0008,4.9355,-0.0006,0.4448,0.0000
371,0.1833,0.0013,1.6628,0.0001,4.7628,0.0006,0.7500,0.0000
372,0.1824,-0.0008,1.6652,-0.0014,4.7801,-0.0004,0.7500,0.0000
373,0.1722,0.0007,1.6472,-0.0004,5.0063,0.0003,0.0000,0.0000
374,0.1933,-0.0002,1.6829,-0.0009,5.0201,-0.0001,0.0708,0.0000
375,0.1808,0.0021,1.6623,0.0005,4.7850,0.0008,0.7500,0.0000
376,0.2302,0.0008,1.7376,0.0000,4.5468,0.0002,0.7500,0.0000
377,0.1915,0.0026,1.6728,0.0010,4.6249,0.0009,0.7500,0.0000
378,0.2373,0.0007,1.7504,-0.0002,4.8758,0.0001,0.7500,0.0000
379,0.1847,0.0019,1.6723,0.0004,5.1822,0.0006,0.0000,0.0000
380,0.1973,0.0005,1.6891,-0.0005,4.9535,0.0000,0.3481,0.0000
381,0.1799,0.0013,1.6651,0.0000,4.9469,0.0004,0.3421,0.0000
382,0.1794,0.0002,1.6571,-0.0011,4.8694,-0.0002,0.7500,0.0000
383,0.1760,-0.0002,1.6561,-0.0006,4.8572,-0.0001,0.7500,0.0000
384,0.1763,-0.0005,1.6469,-0.0014,5.0654,-0.0003,0.0000,0.0000
385,0.1795,0.0004,1.6521,-0.0008,4.9861,0.0001,0.1425,0.0000
386,0.1783,-0.0005,1.6490,-0.0013,4.8088,-0.0004,0.7500,0.0000
387,0.1805,-0.0012,1.6588,-0.0011,4.6541,-0.0004,0.7500,0.0000
388,0.1795,-0.0011,1.6517,-0.0013,4.7816,-0.0005,0.7500,0.0000
389,0.1801,-0.0015,1.6573,-0.0014,5.0484,-0.0006,0.0000,0.0000
390,0.1778,-0.0012,1.6485,-0.0016,4.9991,-0.0005,0.0673,0.0000
391,0.1786,-0.0015,1.6569,-0.0014,4.8071,-0.0006,0.7500,0.0000
392,0.1761,-0.0006,1.6447,-0.0015,4.5814,-0.0004,0.7500,0.0000
393,0.1772,-0.0001,1.6529,-0.0011,4.6617,-0.0002,0.7500,0.0000
394,0.1765,-0.0003,1.6437,-0.0015,4.9132,-0.0004,0.3408,0.0000
395,0.1778,0.0007,1.6518,-0.0009,4.9595,-0.0001,0.2216,0.0000
396,0.1798,-0.0001,1.6464,-0.0015,4.9176,-0.0005,0.5150,0.0000
397,0.1815,0.0002,1.6579,-0.0009,4.8208,-0.0002,0.7500,0.0000
398,0.1876,-0.0001,1.6558,-0.0016,4.9103,-0.0005,0.4145,0.0000
399,0.1828,-0.0000,1.6587,-0.0012,5.0165,-0.0003,0.0000,0.0000
400,0.1961,0.0008,1.6562,-0.0014,4.8480,-0.0002,0.7500,0.0000
401,0.1886,0.0016,1.6565,-0.0011,4.5849,-0.0000,0.7500,0.0000
402,0.2101,0.0018,1.6691,0.0002,4.6251,0.0003,0.7500,0.0000
403,0.4252,-0.0038,2.0746,-0.0002,4.8637,-0.0010,0.7500,0.0000
404,0.2179,0.0008,1.6833,-0.0008,5.1639,0.0000,0.0000,0.0000
405,0.3893,-0.0031,1.9925,-0.0011,4.9299,-0.0010,0.7500,0.0000
406,0.2061,0.0009,1.6682,-0.0016,4.9275,-0.0001,0.2565,0.0000
407,0.2382,-0.0006,1.7168,-0.0021,4.8971,-0.0007,0.6129,0.0000
408,0.1898,0.0002,1.6492,-0.0020,4.8286,-0.0004,0.7500,0.0000
409,0.2388,-0.0013,1.7189,-0.0018,4.9726,-0.0008,0.0603,0.0000
410,0.1878,-0.0005,1.6546,-0.0021,4.8998,-0.0006,0.6440,0.0000
411,0.2235,-0.0004,1.7085,-0.0012,4.8518,-0.0004,0.7500,0.0000
412,0.1814,-0.0006,1.6520,-0.0017,4.9726,-0.0006,0.0792,0.0000
413,0.1963,-0.0006,1.6658,-0.0019,4.9150,-0.0006,0.5416,0.0000
414,0.1811,-0.0005,1.6509,-0.0015,4.8608,-0.0005,0.7500,0.0000
415,0.2137,-0.0008,1.6814,-0.0022,4.9563,-0.0007,0.1833,0.0000
416,0.1843,-0.0003,1.6493,-0.0021,4.9662,-0.0006,0.2183,0.0000
417,0.2004,-0.0006,1.6670,-0.0029,4.8391,-0.0009,0.7500,0.0000
418,0.1885,-0.0003,1.6561,-0.0025,4.7230,-0.0007,0.7500,0.0000
419,0.2191,-0.0005,1.6878,-0.0031,4.8806,-0.0009,0.5320,0.0000
420,0.2231,0.0017,1.6955,-0.0012,5.0472,0.0001,0.0000,0.0000
421,0.3599,-0.0012,1.9512,-0.0008,4.9132,-0.0006,0.7500,0.0000
422,0.6443,-0.0007,2.6156,-0.0014,4.7086,-0.0005,0.7500,0.0000
423,0.6410,-0.0014,2.6155,-0.0023,4.7657,-0.0008,0.7500,0.0000
424,0.6393,0.0002,2.6322,-0.0013,5.0090,-0.0003,0.7500,0.0000
425,0.5662,-0.0022,2.4491,-0.0027,5.1208,-0.0011,0.7500,0.0000
426,0.6334,-0.0007,2.6080,-0.0010,5.3202,-0.0004,0.7500,0.0000
427,0.5897,-0.0026,2.4851,-0.0015,5.3246,-0.0009,0.7500,0.0000
428,0.6196,-0.0004,2.5755,0.0004,5.3441,-0.0001,0.7500,0.0000
429,0.2476,-0.0008,1.7281,-0.0015,5.5056,-0.0001,0.0000,1.0000
430,0.3264,-0.0011,1.9019,0.0002,5.6931,-0.0004,0.7500,0.0000
431,0.2269,0.0004,1.7223,0.0001,5.4742,-0.0001,0.0000,0.0000
432,0.2218,0.0016,1.6968,-0.0016,5.2670,-0.0002,0.0770,0.0000
433,0.2637,0.0010,1.8288,0.0016,4.9677,0.0004,0.7500,0.0000
434,0.2500,-0.0015,1.8252,-0.0008,4.9319,-0.0008,0.7500,0.0000
435,0.3657,-0.0003,2.0148,0.0022,5.1008,0.0003,0.7500,0.0000
436,0.2656,-0.0024,1.8505,-0.0014,5.1960,-0.0010,0.7500,0.0000
437,0.4349,-0.0037,2.1629,0.0003,5.0764,-0.0006,0.7500,0.0000
438,0.4770,-0.0060,2.2631,-0.0019,5.0667,-0.0015,0.7500,0.0000
439,0.6709,-0.0004,2.6468,-0.0023,5.2211,-0.0003,0.7500,0.0000
440,0.6702,0.0012,2.6506,-0.0005,5.5905,0.0001,0.7500,0.0000
441,0.6686,0.0002,2.6447,-0.0016,5.5407,-0.0004,0.7500,0.0000
442,0.6716,0.0016,2.6533,-0.0003,6.3043,0.0001,0.7500,0.0000
443,0.6666,0.0006,2.6434,-0.0007,7.1228,-0.0002,0.0000,0.0000
444,0.6668,0.0007,2.6417,0.0003,7.2900,0.0001,0.0938,0.0000
445,0.6627,0.0008,2.6389,0.0007,7.1663,0.0001,0.0875,0.0000
446,0.6626,0.0009,2.6375,0.0007,6.9176,0.0001,0.5776,0.0000
447,0.6626,0.0009,2.6364,0.0005,6.6396,0.0001,0.7500,0.0000
448,0.6576,0.0010,2.6299,0.0013,6.4978,0.0003,0.7500,0.0000
449,0.6513,0.0014,2.6211,0.0018,6.5493,0.0004,0.7500,0.0000
450,0.6482,0.0028,2.6196,0.0060,6.7240,0.0014,0.7500,0.0000
451,0.5439,-0.0032,2.4441,0.0020,6.9745,-0.0005,0.0000,0.0000
452,0.5450,-0.0036,2.4352,0.0020,7.1545,-0.0002,0.0647,0.0000
453,0.5996,0.0000,2.5383,0.0009,7.0356,0.0002,0.0839,0.0000
454,0.6640,0.0018,2.6338,0.0030,6.7951,0.0008,0.7500,0.0000
455,0.6596,0.0010,2.6216,0.0011,6.5282,0.0002,0.7500,0.0000
456,0.6538,0.0003,2.6139,-0.0005,6.4104,-0.0001,0.7500,0.0000
457,0.6490,0.0002,2.6101,-0.0014,6.4796,-0.0001,0.7500,0.0000
458,0.6419,0.0005,2.5950,0.0002,6.6706,0.0002,0.7500,0.0000
459,0.6449,-0.0008,2.6039,-0.0011,6.9447,-0.0002,0.1597,0.0000
460,0.6700,0.0003,2.6369,0.0001,7.1481,0.0002,0.0164,0.0000
461,0.6523,0.0012,2.6138,0.0018,7.0604,0.0006,0.0655,0.0000
462,0.6553,0.0007,2.6211,0.0008,6.8287,0.0003,0.7500,0.0000
463,0.6598,0.0001,2.6262,-0.0004,6.5772,0.0000,0.7500,0.0000
464,0.6512,0.0001,2.6147,0.0004,6.4657,0.0002,0.7500,0.0000
465,0.6576,-0.0002,2.6246,-0.0006,6.5406,-0.0000,0.7500,0.0000
466,0.5799,0.0008,2.5320,0.0012,6.7444,0.0005,0.7500,0.0000
467,0.6234,0.0002,2.5633,0.0019,7.0329,0.0004,0.0000,0.0000
468,0.5978,0.0013,2.5380,0.0023,7.2419,0.0007,0.0739,0.0000
469,0.6342,0.0013,2.5884,0.0005,7.1556,0.0003,0.0677,0.0000
470,0.6148,0.0031,2.5668,0.0032,6.9445,0.0011,0.3961,0.0000
471,0.6314,0.0021,2.5876,0.0013,6.7091,0.0005,0.7500,0.0000
472,0.6364,-0.0007,2.5968,-0.0022,6.5610,-0.0005,0.7500,0.0000
473,0.6324,0.0025,2.5867,0.0021,6.5960,0.0010,0.7500,0.0000
474,0.6500,0.0006,2.6127,-0.0005,6.7879,-0.0000,0.7500,0.0000
475,0.3699,-0.0002,2.1627,-0.0008,7.0701,-0.0001,0.0000,0.0000
476,0.4649,0.0013,2.3539,-0.0001,7.2886,0.0004,0.0686,0.0000
477,0.5072,0.0002,2.3934,0.0002,7.2185,0.0001,0.0624,0.0000
478,0.5428,0.0017,2.4735,0.0000,7.0185,0.0004,0.0561,0.0000
479,0.6149,-0.0005,2.5670,-0.0035,6.7614,-0.0007,0.7500,0.0000
480,0.6197,0.0005,2.5658,-0.0003,6.5011,0.0003,0.7500,0.0000
481,0.6469,-0.0032,2.6053,-0.0082,6.3920,-0.0019,0.7500,0.0000
482,0.6440,-0.0044,2.6035,-0.0108,6.4745,-0.0022,0.7500,0.0000
483,0.4683,0.0012,2.3261,0.0001,6.6943,0.0007,0.7500,0.0000
484,0.6220,-0.0015,2.5770,-0.0041,7.0022,-0.0010,0.0000,0.0000
485,0.6469,-0.0026,2.6048,-0.0070,7.2455,-0.0015,0.0627,0.0000
486,0.6119,-0.0008,2.5561,-0.0018,7.1987,-0.0002,0.0564,0.0000
487,0.6578,-0.0033,2.6189,-0.0081,7.0240,-0.0020,0.0564,0.0000
488,0.6676,-0.0012,2.6274,-0.0042,6.7783,-0.0007,0.7500,0.0000
489,0.6665,-0.0017,2.6290,-0.0048,6.5397,-0.0011,0.7500,0.0000
490,0.6677,-0.0014,2.6296,-0.0040,6.4524,-0.0010,0.7500,0.0000
491,0.6644,-0.0021,2.6233,-0.0050,6.5394,-0.0013,0.7500,0.0000
492,0.5673,0.0015,2.4794,-0.0002,6.7804,0.0002,0.7500,0.0000
493,0.6265,-0.0021,2.5682,-0.0055,7.1020,-0.0017,0.0000,0.0000
494,0.6476,-0.0031,2.5939,-0.0079,7.3512,-0.0020,0.0607,0.0000
495,0.6295,-0.0020,2.5636,-0.0054,7.3143,-0.0013,0.0607,0.0000
496,0.6078,-0.0003,2.5391,-0.0023,7.1401,-0.0006,0.0607,0.0000
497,0.6115,-0.0005,2.5497,-0.0031,6.8989,-0.0010,0.6699,0.0000
498,0.5630,-0.0001,2.4804,-0.0024,6.6614,-0.0008,0.7500,0.0000
499,0.5120,0.0013,2.3998,0.0000,6.5791,-0.0001,0.7500,0.0000
500,0.5495,0.0006,2.4719,-0.0016,6.6791,-0.0007,0.7500,0.0000
501,0.2602,0.0027,1.9314,0.0003,6.9180,-0.0002,0.0000,1.0000
502,0.4336,0.0024,2.2452,0.0012,7.0319,0.0003,0.0573,0.0000
503,0.6660,0.0002,2.6248,-0.0018,6.9196,-0.0007,0.5354,0.0000
504,0.6645,0.0000,2.6183,-0.0022,6.7764,-0.0007,0.7500,0.0000
505,0.6485,0.0009,2.6035,-0.0005,6.7471,-0.0002,0.7500,0.0000
506,0.5827,0.0009,2.5053,0.0009,6.8891,0.0000,0.4831,0.0000
507,0.5453,0.0006,2.3779,0.0001,7.0863,-0.0002,0.0000,0.0000
508,0.5659,0.0016,2.4076,-0.0001,7.1412,0.0001,0.0621,0.0000
509,0.4933,0.0022,2.2947,-0.0001,7.0109,0.0002,0.0559,0.0000
510,0.5492,-0.0013,2.4774,-0.0002,6.7951,-0.0005,0.7500,0.0000
511,0.4610,-0.0032,2.3798,-0.0014,6.5709,-0.0009,0.7500,0.0000
512,0.5554,-0.0006,2.5057,0.0004,6.4953,-0.0000,0.7500,0.0000
513,0.5600,-0.0002,2.5145,0.0004,6.6005,-0.0001,0.7500,0.0000
514,0.5555,-0.0013,2.4913,-0.0010,6.8430,-0.0005,0.7500,0.0000
515,0.3996,-0.0034,2.1235,-0.0040,7.1719,0.0000,0.0000,1.0000
516,0.6375,0.0016,2.5985,0.0024,7.3265,0.0007,0.0657,0.0000
517,0.6614,0.0005,2.6248,0.0004,7.2261,0.0000,0.0632,0.0000
518,0.6631,0.0008,2.6270,0.0009,7.0483,0.0003,0.0569,0.0000
519,0.6605,0.0006,2.6266,0.0000,6.8066,0.0001,0.7500,0.0000
520,0.6572,-0.0000,2.6166,0.0007,6.5683,0.0001,0.7500,0.0000
521,0.6375,-0.0011,2.5910,0.0007,6.4827,-0.0001,0.7500,0.0000
522,0.6472,-0.0002,2.6083,0.0002,6.5794,0.0000,0.7500,0.0000
523,0.6023,-0.0007,2.5594,-0.0000,6.8161,-0.0001,0.7500,0.0000
524,0.5369,-0.0017,2.4960,-0.0014,7.1416,-0.0005,0.0000,0.0000
525,0.6094,0.0001,2.5721,0.0007,7.3923,0.0002,0.0588,0.0000
526,0.6307,0.0005,2.5934,0.0016,7.3541,0.0003,0.0560,0.0000
527,0.6458,0.0008,2.6083,0.0026,7.1778,0.0005,0.0560,0.0000
528,0.6420,0.0007,2.6004,0.0030,6.9331,0.0005,0.4588,0.0000
529,0.6501,0.0031,2.6115,0.0057,6.6906,0.0014,0.7500,0.0000
530,0.6504,0.0030,2.6118,0.0055,6.5729,0.0013,0.7500,0.0000
531,0.6401,0.0013,2.6008,0.0027,6.6387,0.0005,0.7500,0.0000
532,0.6629,0.0001,2.6253,-0.0011,6.8537,-0.0002,0.6901,0.0000
533,0.6650,0.0000,2.6237,-0.0013,7.1456,-0.0001,0.0000,0.0000
534,0.6646,-0.0002,2.6254,-0.0010,7.3450,-0.0000,0.0523,0.0000
535,0.6575,-0.0006,2.6187,-0.0025,7.2808,-0.0004,0.0523,0.0000
536,0.6481,-0.0010,2.6107,-0.0026,7.0912,-0.0004,0.0523,0.0000
537,0.6511,-0.0015,2.6159,-0.0024,6.8398,-0.0005,0.7500,0.0000
538,0.6495,-0.0017,2.6136,-0.0033,6.5944,-0.0007,0.7500,0.0000
539,0.6577,0.0010,2.6200,0.0010,6.5033,0.0005,0.7500,0.0000
540,0.6604,0.0038,2.6206,0.0058,6.5954,0.0016,0.7500,0.0000
541,0.6504,0.0013,2.6108,0.0014,6.8288,0.0002,0.7500,0.0000
542,0.6550,0.0043,2.6133,0.0061,7.1524,0.0018,0.0000,0.0000
543,0.6626,0.0027,2.6203,0.0033,7.4022,0.0008,0.0511,0.0000
544,0.6667,0.0007,2.6315,0.0005,7.3618,0.0002,0.0511,0.0000
545,0.6622,0.0006,2.6239,-0.0016,7.1819,-0.0000,0.0511,0.0000
546,0.6655,0.0001,2.6293,-0.0028,6.9335,-0.0003,0.4518,0.0000
547,0.6705,-0.0006,2.6335,-0.0081,6.6873,-0.0013,0.7500,0.0000
548,0.6606,-0.0065,2.6252,-0.0237,6.5652,-0.0048,0.7500,0.0000
549,0.6630,-0.0019,2.6240,-0.0165,6.6268,-0.0023,0.7500,0.0000
550,0.6573,-0.0137,2.6149,-0.0388,6.8389,-0.0086,0.7500,0.0000
551,0.6582,-0.0076,2.6171,-0.0332,7.1495,-0.0057,0.0000,0.0000
552,0.6508,0.0011,2.6144,-0.0208,7.3931,-0.0026,0.0515,0.0000
553,0.6354,-0.0078,2.5717,-0.0435,7.3508,-0.0089,0.0515,0.0000
554,0.6191,0.0058,2.5709,-0.0393,7.1700,-0.0050,0.0515,0.0000
555,0.6120,0.0048,2.5556,-0.0775,6.9217,-0.0126,0.5233,0.0000
556,0.5784,-0.0103,2.4443,-0.1266,6.6765,-0.0235,0.7500,0.0000
557,0.6033,-0.0327,2.4501,-0.2902,6.5698,-0.0548,0.7500,0.0000
558,0.5907,-0.0744,2.3826,-0.4618,6.6438,-0.0892,0.7500,0.0000
559,0.5629,-0.0915,2.3066,-0.5169,6.8597,-0.0991,0.6510,0.0000
560,0.5007,-0.1054,2.1929,-0.5206,7.1384,0.0065,0.0000,1.0000
561,0.4663,-0.1187,2.1418,-0.5123,7.2205,-0.0041,0.0000,1.0000
562,0.4552,-0.1189,2.1297,-0.4898,6.9354,-0.0041,0.0000,1.0000
563,0.4466,-0.1157,2.1214,-0.4604,6.4681,-0.1204,0.0487,0.0000
564,0.4348,-0.1003,2.1062,-0.3859,5.8523,-0.0850,0.7500,0.0000
565,0.3964,-0.0949,2.0380,-0.3299,5.2764,-0.0802,0.7500,0.0000
566,-0.4013,-0.0335,0.4973,-0.0669,0.0000,-0.0367,0.7500,0.0000
567,-0.4013,-0.0335,0.4973,-0.0669,0.0000,-0.0465,0.7500,0.0000
568,-0.4013,-0.0335,0.4973,-0.0669,0.0001,-0.0473,0.7500,0.0000
569,-0.4013,-0.0335,0.4973,-0.0669,0.0001,-0.0481,0.7500,0.0000
570,-0.4013,-0.0335,0.4973,-0.0669,0.0000,-0.0487,0.7500,0.0000
571,-0.4013,-0.0335,0.4973,-0.0669,0.0000,-0.0495,0.7500,0.0000
572,-0.4169,-0.0794,0.4661,-0.1589,0.1590,-0.1033,0.7500,0.0000
573,-0.4135,-0.0671,0.4730,-0.1342,0.8260,-0.0809,0.7500,0.0000
574,-0.3172,-0.0347,0.6656,-0.0694,1.1778,-0.0446,0.7500,0.0000
575,-0.3154,-0.0262,0.6691,-0.0524,1.4026,-0.0440,0.7500,0.0000
576,-0.3115,-0.0037,0.6770,-0.0074,1.6273,-0.0227,0.7500,0.0000
577,-0.3063,0.0011,0.6874,0.0022,1.9198,-0.0209,0.7500,0.0000
578,-0.3032,0.0034,0.6937,0.0068,2.2596,-0.0172,0.7500,0.0000
579,-0.3040,0.0033,0.6920,0.0066,2.6406,-0.0149,0.7500,0.0000
580,-0.3080,0.0021,0.6840,0.0041,3.0563,-0.0161,0.0000,0.0000
581,-0.3136,0.0006,0.6728,0.0012,3.3403,-0.0090,0.0000,1.0000
582,-0.3088,0.0019,0.6823,0.0039,3.1520,-0.0155,0.0974,0.0000
583,-0.3080,0.0025,0.6839,0.0050,2.9072,-0.0126,0.6567,0.0000
584,-0.3083,0.0031,0.6835,0.0062,2.7555,-0.0098,0.7500,0.0000
585,-0.3473,0.0738,0.6055,0.1475,2.8177,0.0671,0.7500,0.0000
586,-0.2545,0.1145,0.7909,0.2289,3.0670,0.0878,0.7500,0.0000
587,-0.2546,0.1076,0.7909,0.2152,3.4414,0.0786,0.7500,0.0000
588,-0.3064,0.1286,0.6873,0.2572,3.8787,0.1096,0.5753,0.0000
589,-0.2373,0.0793,0.8254,0.1587,4.2159,0.0538,0.0000,0.0000
590,-0.2226,0.0966,0.8549,0.1932,4.2952,0.0819,0.0848,0.0000
591,-0.2654,0.0758,0.7693,0.1516,4.0876,0.0656,0.0785,0.0000
592,-0.2828,0.0576,0.7344,0.1152,3.8314,0.0559,0.7500,0.0000
593,-0.3124,0.0443,0.6753,0.0886,3.6468,0.0025,0.0000,1.0000
594,-0.3605,0.0601,0.5790,0.1203,3.4983,0.0083,0.0000,1.0000
595,-0.3883,0.0582,0.5235,0.1165,3.0480,0.0818,0.0577,0.0000
596,-0.3961,0.0558,0.5077,0.1116,2.6722,0.0690,0.7500,0.0000
597,-0.3781,0.0541,0.5437,0.1082,2.4975,0.0679,0.7500,0.0000
598,-0.3407,0.0516,0.6186,0.1032,2.5258,0.0648,0.7500,0.0000
599,-0.3139,0.0516,0.6721,0.1032,2.7404,0.0655,0.7500,0.0000
600,-0.2713,0.0482,0.7573,0.0963,3.0802,0.0614,0.7500,0.0000
601,-0.2370,0.0457,0.8260,0.0914,3.4997,0.0597,0.7500,0.0000
602,-0.2316,0.1088,0.8367,0.2175,3.9282,0.1205,0.2527,0.0000
603,-0.3313,0.2182,0.6374,0.4364,4.1764,0.0046,0.0000,1.0000
604,-0.4092,0.2339,0.4817,0.4677,3.9758,0.0142,0.0000,1.0000
605,-0.4373,0.0972,0.4254,0.1943,3.4495,0.0133,0.0000,1.0000
606,-0.4060,0.1712,0.4879,0.3424,2.9017,0.2152,0.6452,0.0000
607,-0.3174,0.2401,0.6653,0.4802,2.5313,0.2321,0.7500,0.0000
608,-0.2378,0.2374,0.8244,0.4748,2.5224,0.2052,0.7500,0.0000
609,-0.0902,0.1958,1.1197,0.3916,2.7176,0.1524,0.7500,0.0000
610,-0.0696,0.1702,1.1608,0.3405,3.0459,0.1422,0.7500,0.0000
611,-0.0740,0.1407,1.1520,0.2814,3.4529,0.1247,0.7500,0.0000
612,-0.0858,0.1035,1.1284,0.2070,3.8878,0.1009,0.4988,0.0000
613,-0.1321,-0.0942,1.0358,-0.1884,4.0298,-0.0587,0.0000,0.0000
614,-0.1516,-0.1148,0.9968,-0.2296,4.0693,-0.0484,0.0758,0.0000
615,-0.1442,-0.1362,1.0115,-0.2724,3.8706,-0.0665,0.7500,0.0000
616,-0.1042,-0.0346,1.0917,-0.0692,3.7008,0.0219,0.7500,0.0000
617,-0.0951,-0.0491,1.1099,-0.0983,3.8212,-0.0090,0.7500,0.0000
618,-0.1036,-0.0599,1.0928,-0.1199,4.1455,-0.0184,0.0000,0.0000
619,-0.0809,-0.0188,1.1381,-0.0376,4.3419,0.0159,0.0648,0.0000
620,-0.1016,-0.1042,1.0968,-0.2085,4.0632,-0.0643,0.0585,0.0000
621,-0.1085,0.1429,1.0830,0.2859,3.8104,0.1546,0.7500,0.0000
622,-0.2340,-0.0704,0.8319,-0.1407,3.5807,-0.0716,0.7500,0.0000
623,-0.2246,-0.0671,0.8508,-0.1342,3.6676,-0.0342,0.7500,0.0000
624,-0.2213,-0.0686,0.8574,-0.1372,3.9836,-0.0375,0.0000,0.0000
625,-0.2071,0.0502,0.8857,0.1004,4.1807,0.0718,0.0517,0.0000
626,-0.2388,0.1249,0.8223,0.2498,4.0099,0.1195,0.0657,0.0000
627,-0.2645,-0.0377,0.7710,-0.0755,3.7516,-0.0523,0.7500,0.0000
628,-0.2302,-0.0687,0.8395,-0.1373,3.3822,-0.0571,0.7500,0.0000
629,-0.2327,-0.1005,0.8346,-0.2010,3.5035,-0.0872,0.7500,0.0000
630,-0.1804,0.1269,0.9391,0.2538,3.8222,0.1219,0.7500,0.0000
631,-0.1621,0.1136,0.9758,0.2271,4.1886,0.0688,0.0000,0.0000
632,-0.1967,-0.1553,0.9066,-0.3106,4.4126,-0.0144,0.0000,1.0000
