step,wp0_x,wp0_y,wp1_x,wp1_y,ego_speed,steer,throttle,brake
633,-0.2129,-0.1696,0.8742,-0.3391,4.1243,-0.1643,0.0548,0.0000
634,-0.2368,-0.1752,0.8264,-0.3505,3.7670,-0.1447,0.7500,0.0000
635,-0.2312,-0.0363,0.8376,-0.0727,3.5720,-0.0134,0.7500,0.0000
636,-0.2432,-0.0439,0.8135,-0.0878,3.5489,-0.0459,0.7500,0.0000
637,-0.2557,-0.0485,0.7887,-0.0971,3.8734,-0.0495,0.5719,0.0000
638,-0.2761,-0.0555,0.7478,-0.1110,4.1809,-0.0562,0.0000,0.0000
639,-0.2554,-0.0470,0.7891,-0.0940,4.2461,-0.0464,0.0623,0.0000
640,-0.1299,0.0389,1.0403,0.0778,4.0307,0.0319,0.0623,0.0000
641,-0.0115,0.2030,1.2769,0.4059,3.7585,0.1392,0.7500,0.0000
642,-0.0497,0.2404,1.2006,0.4807,3.5481,0.1551,0.7500,0.0000
643,-0.2532,0.0649,0.7936,0.1297,3.6443,0.0253,0.7500,0.0000
644,-0.1170,0.1737,1.0660,0.3474,3.9622,0.1375,0.0410,0.0000
645,-0.1094,0.1991,1.0811,0.3982,4.1493,0.1440,0.0266,0.0000
646,-0.1282,-0.0358,1.0436,-0.0716,3.9858,-0.0570,0.1499,0.0000
647,-0.1034,-0.0848,1.0933,-0.1696,3.7312,-0.0600,0.7500,0.0000
648,-0.0973,-0.1286,1.1054,-0.2572,3.5971,-0.0886,0.7500,0.0000
649,-0.1148,-0.1656,1.0704,-0.3313,3.7529,-0.1148,0.7500,0.0000
650,-0.0976,0.0134,1.1047,0.0267,4.0891,0.0370,0.0000,0.0000
651,-0.0897,0.0204,1.1206,0.0407,4.2828,0.0120,0.0602,0.0000
652,-0.0855,0.0304,1.1290,0.0608,4.1231,0.0196,0.0602,0.0000
653,-0.0824,0.0379,1.1351,0.0757,3.8646,0.0284,0.7500,0.0000
654,-0.0805,0.0413,1.1390,0.0826,3.6679,0.0347,0.7500,0.0000
655,-0.1290,-0.2025,1.0421,-0.4051,3.7702,-0.1715,0.7500,0.0000
656,-0.1398,-0.0252,1.0204,-0.0503,4.0595,0.0157,0.0000,0.0000
657,-0.1922,-0.0585,0.9155,-0.1171,4.2556,-0.0437,0.0541,0.0000
658,-0.2359,-0.0768,0.8283,-0.1536,4.0876,-0.0572,0.0541,0.0000
659,-0.2434,-0.0841,0.8131,-0.1681,3.8226,-0.0616,0.7500,0.0000
660,-0.2201,-0.0830,0.8597,-0.1661,3.6247,-0.0602,0.7500,0.0000
661,-0.1876,-0.0750,0.9248,-0.1501,3.7239,-0.0567,0.7500,0.0000
662,-0.1686,-0.0471,0.9628,-0.0942,4.0404,-0.0387,0.0000,0.0000
663,-0.1486,0.0046,1.0029,0.0092,4.2385,0.0001,0.0523,0.0000
664,-0.1921,0.1099,0.9159,0.2197,4.0749,0.0838,0.0513,0.0000
665,-0.1176,0.2856,1.0648,0.5712,3.8054,0.2037,0.7500,0.0000
666,-0.1157,0.1060,1.0685,0.2119,3.5847,0.0344,0.7500,0.0000
667,-0.1077,0.1094,1.0846,0.2188,3.6806,0.0687,0.7500,0.0000
668,-0.0736,0.2743,1.1527,0.5486,3.9937,0.2029,0.7500,0.0000
669,-0.1237,-0.1569,1.0525,-0.3138,4.3507,-0.1695,0.0000,0.0000
670,-0.0888,-0.1597,1.1225,-0.3195,4.5138,0.0142,0.0000,1.0000
671,-0.0777,-0.1678,1.1446,-0.3355,4.2329,-0.1351,0.0559,0.0000
672,-0.0773,-0.1797,1.1454,-0.3594,3.8804,-0.1225,0.7500,0.0000
673,-0.0554,0.1000,1.1892,0.2000,3.6837,0.1036,0.7500,0.0000
674,-0.0716,0.0939,1.1568,0.1878,3.7667,0.0576,0.7500,0.0000
675,-0.0824,0.0956,1.1352,0.1913,4.0900,0.0663,0.0000,0.0000
676,-0.0907,-0.1337,1.1185,-0.2674,4.2885,-0.1222,0.0556,0.0000
677,-0.0513,0.1542,1.1974,0.3084,4.0943,0.1479,0.7500,0.0000
678,-0.0518,0.1570,1.1964,0.3141,3.8874,0.1104,0.7500,0.0000
679,-0.1173,-0.1200,1.0654,-0.2400,4.0205,-0.1139,0.0000,0.0000
680,-0.1738,-0.1115,0.9525,-0.2229,4.1345,-0.0687,0.0574,0.0000
681,-0.2160,-0.1148,0.8679,-0.2296,3.9732,-0.0769,0.2126,0.0000
682,-0.1871,0.1310,0.9257,0.2620,3.7638,0.1479,0.7500,0.0000
683,-0.1696,0.1284,0.9608,0.2567,3.6411,0.1040,0.7500,0.0000
684,-0.1794,-0.1145,0.9413,-0.2291,3.8427,-0.1121,0.7500,0.0000
685,-0.1471,-0.1058,1.0058,-0.2116,4.1721,-0.0687,0.0000,0.0000
686,-0.1591,0.1389,0.9818,0.2777,4.3852,0.1399,0.0568,0.0000
687,-0.2230,-0.1318,0.8541,-0.2637,4.1816,-0.1455,0.0506,0.0000
688,-0.2226,-0.1466,0.8548,-0.2932,3.8809,-0.1209,0.7500,0.0000
689,-0.2763,0.1599,0.7475,0.3198,3.6874,0.1749,0.7500,0.0000
690,-0.5910,0.0667,0.1180,0.1334,3.7530,-0.0167,0.0000,1.0000
691,-0.5289,0.0877,0.2422,0.1755,3.7985,-0.0003,0.0000,1.0000
692,-0.2096,0.1886,0.8807,0.3772,3.4015,0.1760,0.7500,0.0000
693,-0.2402,-0.2073,0.8195,-0.4147,3.0538,-0.2228,0.7500,0.0000
694,-0.2317,-0.1933,0.8365,-0.3866,3.0565,-0.1453,0.7500,0.0000
695,-0.1711,0.2227,0.9578,0.4454,3.3119,0.2236,0.7500,0.0000
696,-0.4513,0.0977,0.3973,0.1954,3.6696,-0.0187,0.0000,1.0000
697,-0.4518,-0.2400,0.3965,-0.4801,3.8059,-0.0016,0.0000,1.0000
698,-0.3774,0.0910,0.5470,0.1937,3.4255,-0.0031,0.0000,1.0000
699,-0.3564,0.1022,0.5873,0.2044,2.9183,0.1053,0.5430,0.0000
700,-0.3902,-0.3120,0.5197,-0.6240,2.5638,-0.3532,0.7500,0.0000
701,-0.3872,-0.3208,0.5256,-0.6416,2.5031,-0.2826,0.7500,0.0000
702,-0.3559,0.0994,0.5881,0.1988,2.6655,0.1556,0.7500,0.0000
703,-0.3619,0.0982,0.5762,0.1964,2.9623,0.0702,0.0364,0.0000
704,-0.3399,0.0952,0.6201,0.1904,3.1953,0.0697,0.0182,0.0000
705,-0.3280,0.0926,0.6440,0.1852,3.1126,0.0714,0.0560,0.0000
706,-0.3251,0.0906,0.6497,0.1812,2.9178,0.0692,0.5515,0.0000
707,-0.3913,-0.3307,0.5174,-0.6615,2.7520,-0.3717,0.7500,0.0000
708,-0.3467,0.0871,0.6067,0.1741,2.7416,0.1524,0.7500,0.0000
709,-0.3664,0.0850,0.5672,0.1699,2.9508,0.0665,0.1076,0.0000
710,-0.3781,0.0833,0.5438,0.1666,3.1568,0.0681,0.0133,0.0000
711,-0.4473,-0.2983,0.4053,-0.5967,3.0828,-0.3609,0.0625,0.0000
712,-0.4110,0.0800,0.4779,0.1600,2.8464,0.1393,0.7500,0.0000
713,-0.4287,0.0782,0.4426,0.1565,2.6663,0.0645,0.7500,0.0000
714,-0.4337,0.0782,0.4327,0.1563,2.7211,0.0713,0.7500,0.0000
715,-0.4870,-0.2661,0.3260,-0.5322,2.9626,-0.3419,0.0292,0.0000
716,-0.4465,0.0780,0.4071,0.1560,3.1247,0.1400,0.0173,0.0000
717,-0.4543,0.0777,0.3914,0.1554,3.0155,0.0648,0.0547,0.0000
718,-0.4457,0.0803,0.4087,0.1606,2.8324,0.0690,0.7500,0.0000
719,-0.4825,-0.2397,0.3350,-0.4794,2.6706,-0.3147,0.7500,0.0000
720,-0.4333,0.0844,0.4333,0.1688,2.6753,0.1452,0.7500,0.0000
721,-0.4294,0.0861,0.4412,0.1722,2.8959,0.0840,0.4342,0.0000
722,-0.4551,-0.2258,0.3898,-0.4516,3.1426,-0.2799,0.0000,0.0000
723,-0.3989,0.0934,0.5021,0.1868,3.1645,0.1483,0.0523,0.0000
724,-0.3898,0.0959,0.5205,0.1918,2.9679,0.0805,0.2459,0.0000
725,-0.4151,-0.2131,0.4698,-0.4263,2.8000,-0.2645,0.7500,0.0000
726,-0.3601,0.1023,0.5799,0.2046,2.6837,0.1413,0.7500,0.0000
727,-0.3514,0.1045,0.5971,0.2089,2.8018,0.0876,0.7500,0.0000
728,-0.3780,-0.2016,0.5439,-0.4031,3.1047,-0.2405,0.0000,0.0000
729,-0.3227,0.1111,0.6547,0.2221,3.3062,0.0159,0.0000,1.0000
730,-0.3161,0.1131,0.6679,0.2261,3.1122,0.1041,0.0536,0.0000
731,-0.3017,0.1170,0.6966,0.2340,2.8519,0.0953,0.7500,0.0000
732,-0.3338,-0.1822,0.6324,-0.3644,2.6858,-0.2108,0.7500,0.0000
733,-0.2828,0.1238,0.7343,0.2475,2.6915,0.1512,0.7500,0.0000
734,-0.2767,0.1265,0.7465,0.2530,2.9025,0.0952,0.7500,0.0000
735,-0.3111,-0.1673,0.6778,-0.3346,3.2624,-0.1883,0.7500,0.0000
736,-0.3060,-0.1652,0.6880,-0.3304,3.6676,-0.1361,0.7500,0.0000
737,-0.2588,0.1368,0.7825,0.2736,4.0971,0.1557,0.0000,0.0000
738,-0.2521,0.1425,0.7959,0.2851,4.2736,0.1048,0.0696,0.0000
739,-0.2907,-0.1532,0.7187,-0.3064,4.1330,-0.1749,0.0634,0.0000
740,-0.2420,0.1578,0.8159,0.3156,3.8383,0.1756,0.7500,0.0000
741,-0.2401,0.1629,0.8197,0.3258,3.6150,0.1243,0.7500,0.0000
742,-0.2867,-0.1403,0.7267,-0.2805,3.7311,-0.1599,0.7500,0.0000
743,-0.2876,-0.1396,0.7248,-0.2792,4.0159,-0.1097,0.0000,0.0000
744,-0.2408,0.1786,0.8184,0.3573,4.2269,0.1918,0.0702,0.0000
745,-0.2442,0.1852,0.8117,0.3705,4.0169,0.1500,0.0652,0.0000
746,-0.3015,-0.1382,0.6970,-0.2764,3.7797,-0.1642,0.7500,0.0000
747,-0.3078,-0.1399,0.6845,-0.2798,3.5505,-0.1132,0.7500,0.0000
748,-0.3117,-0.1503,0.6766,-0.3005,3.6599,0.0153,0.0000,1.0000
749,-0.3181,-0.1554,0.6638,-0.3108,3.7062,0.0019,0.0000,1.0000
750,-0.3253,-0.1585,0.6494,-0.3170,3.3134,0.0006,0.0000,1.0000
751,-0.3318,-0.1615,0.6363,-0.3229,2.8019,-0.1687,0.7500,0.0000
752,-0.2791,0.2079,0.7418,0.4158,2.4477,0.2334,0.7500,0.0000
753,-0.2840,0.2091,0.7320,0.4182,2.4110,0.1675,0.7500,0.0000
754,-0.3514,-0.1675,0.5972,-0.3350,2.5987,-0.2127,0.7500,0.0000
755,-0.3591,-0.1712,0.5817,-0.3425,2.8832,-0.1461,0.5122,0.0000
756,-0.3042,0.2106,0.6917,0.4212,3.1866,0.2471,0.7500,0.0000
757,-0.3139,0.2080,0.6723,0.4160,3.4483,0.1743,0.7500,0.0000
758,-0.3781,0.0244,0.5438,0.0487,3.8382,-0.0170,0.0000,1.0000
759,-0.3587,0.0552,0.5826,0.1103,3.9641,0.0046,0.0000,1.0000
760,-0.3139,0.0557,0.6723,0.1114,3.5653,0.0029,0.0000,1.0000
761,-0.2269,0.0460,0.8461,0.0919,3.0385,0.0454,0.7500,0.0000
762,-0.1344,0.0330,1.0313,0.0660,2.6985,0.0268,0.7500,0.0000
763,-0.0789,-0.0050,1.1422,-0.0100,2.7048,0.0008,0.7500,0.0000
764,-0.0410,-0.0562,1.2180,-0.1124,2.9157,-0.0380,0.7500,0.0000
765,-0.0165,-0.0807,1.2671,-0.1614,3.2619,-0.0539,0.7500,0.0000
766,-0.0189,-0.0826,1.2621,-0.1653,3.6830,-0.0502,0.7500,0.0000
767,-0.0204,-0.0808,1.2591,-0.1615,4.1109,-0.0467,0.7500,0.0000
768,-0.0208,-0.0789,1.2584,-0.1577,4.5240,-0.0470,0.7500,0.0000
769,0.0270,0.2453,1.3541,0.4907,4.9293,0.1982,0.2651,0.0000
770,-0.0208,-0.0764,1.2585,-0.1528,5.0380,-0.0892,0.0202,0.0000
771,-0.0164,-0.0849,1.2671,-0.1697,4.9113,-0.0468,0.6203,0.0000
772,-0.0187,-0.0929,1.2625,-0.1858,4.7329,-0.0584,0.7500,0.0000
773,0.0249,0.2249,1.3498,0.4497,4.8537,0.1794,0.7133,0.0000
774,-0.0343,-0.1188,1.2315,-0.2375,5.0911,-0.1228,0.0000,0.0000
775,-0.0462,-0.1329,1.2076,-0.2658,5.0392,-0.0830,0.0764,0.0000
776,-0.0562,-0.1426,1.1877,-0.2852,4.9148,-0.0968,0.5834,0.0000
777,0.0203,0.2137,1.3406,0.4274,4.7592,0.1747,0.7500,0.0000
778,0.0213,0.2814,1.3426,0.5627,4.8384,0.1759,0.7500,0.0000
779,-0.1750,-0.0021,0.9501,-0.0043,5.1519,-0.0203,0.0000,1.0000
780,-0.3461,-0.2013,0.6078,-0.4027,4.3959,-0.0002,0.0000,1.0000
781,-0.3562,-0.2038,0.5877,-0.4075,2.5537,-0.2164,0.7500,0.0000
782,-0.3644,-0.1881,0.5713,-0.3761,1.0208,-0.1671,0.7500,0.0000
783,-0.2900,-0.0049,0.7201,-0.0099,1.8440,0.0211,0.7500,0.0000
784,-0.2401,0.0020,0.8199,0.0041,2.3748,-0.0080,0.7500,0.0000
785,-0.1705,0.0046,0.9590,0.0092,2.8149,-0.0056,0.7500,0.0000
786,-0.1041,-0.0061,1.0918,-0.0121,3.2588,-0.0136,0.7500,0.0000
787,-0.0627,-0.0463,1.1747,-0.0926,3.7256,-0.0432,0.7500,0.0000
788,-0.0286,-0.0794,1.2427,-0.1587,4.1609,-0.0616,0.7500,0.0000
789,-0.0244,-0.0909,1.2511,-0.1819,4.5701,-0.0717,0.7500,0.0000
790,0.0269,0.2545,1.3538,0.5090,4.9737,0.1932,0.0000,0.0000
791,-0.0196,0.3333,1.2608,0.6667,5.0288,0.2154,0.0527,0.0000
792,-0.2693,-0.0150,0.7614,-0.0301,4.8712,-0.0233,0.0000,1.0000
793,-0.4262,-0.2255,0.4477,-0.4509,4.4610,-0.0010,0.0000,1.0000
794,-0.4383,-0.2300,0.4234,-0.4600,3.8530,0.0001,0.0000,1.0000
795,-0.4785,-0.1397,0.3431,-0.2794,3.2387,-0.1675,0.0691,0.0000
796,-0.3038,-0.0071,0.6924,-0.0142,2.8298,0.0264,0.7500,0.0000
797,-0.2057,-0.0003,0.8887,-0.0006,2.6471,-0.0015,0.7500,0.0000
798,-0.1195,-0.0138,1.0610,-0.0276,2.6893,-0.0194,0.7500,0.0000
799,-0.0702,-0.0624,1.1596,-0.1248,2.9227,-0.0569,0.7500,0.0000
800,-0.0392,-0.0882,1.2217,-0.1764,3.2815,-0.0700,0.7500,0.0000
801,-0.0415,-0.1140,1.2171,-0.2279,3.7066,-0.0836,0.7500,0.0000
802,-0.0532,-0.1424,1.1936,-0.2849,4.1326,-0.1008,0.7500,0.0000
803,0.0178,0.2396,1.3356,0.4792,4.5422,0.1978,0.7500,0.0000
804,-0.0244,0.3260,1.2512,0.6519,4.8865,0.2171,0.5140,0.0000
805,-0.2747,-0.0345,0.7506,-0.0690,5.1781,-0.0217,0.0000,1.0000
806,-0.4241,-0.2401,0.4518,-0.4801,4.9913,0.0023,0.0000,1.0000
807,-0.3844,-0.2429,0.5312,-0.4858,3.5862,0.0027,0.0000,1.0000
808,-0.4175,-0.2353,0.4650,-0.4706,2.0889,-0.2564,0.7500,0.0000
809,-0.3714,-0.0174,0.5573,-0.0348,0.4412,0.0333,0.7500,0.0000
810,-0.3727,-0.0175,0.5546,-0.0350,1.1563,-0.0181,0.7500,0.0000
811,-0.3755,-0.0182,0.5491,-0.0364,1.5263,-0.0254,0.7500,0.0000
812,-0.3788,-0.0196,0.5425,-0.0393,1.8468,-0.0273,0.7500,0.0000
813,-0.3831,-0.0216,0.5338,-0.0432,2.2212,-0.0298,0.7500,0.0000
814,-0.3774,-0.0166,0.5452,-0.0332,2.5835,-0.0243,0.7500,0.0000
815,-0.3199,-0.0056,0.6602,-0.0112,2.9937,-0.0094,0.0000,0.0000
816,-0.2346,-0.0013,0.8308,-0.0025,3.2802,-0.0071,0.7500,0.0000
817,-0.1418,-0.0049,1.0165,-0.0097,3.2518,-0.0110,0.7500,0.0000
818,-0.0731,-0.0303,1.1538,-0.0606,3.3812,-0.0310,0.7500,0.0000
819,-0.0318,-0.0683,1.2364,-0.1366,3.7060,-0.0559,0.7500,0.0000
820,-0.0143,-0.0871,1.2714,-0.1742,4.1083,-0.0639,0.7500,0.0000
821,-0.0233,-0.1130,1.2534,-0.2260,4.5079,-0.0816,0.7500,0.0000
822,-0.0837,-0.1439,1.1326,-0.2878,4.9037,0.0061,0.0000,1.0000
823,-0.0681,-0.1054,1.1638,-0.2108,5.0466,-0.0045,0.0000,1.0000
824,-0.1385,-0.0350,1.0230,-0.0701,2.5861,-0.0454,0.7500,0.0000
825,-0.3421,-0.0378,0.6159,-0.0755,0.3377,-0.0497,0.7500,0.0000
826,-0.4366,-0.2460,0.4267,-0.4920,1.3635,-0.2896,0.7500,0.0000
827,-0.4402,-0.2316,0.4196,-0.4632,1.9034,-0.2362,0.7500,0.0000
828,-0.3066,-0.0402,0.6869,-0.0803,2.3028,-0.0139,0.7500,0.0000
829,-0.2427,-0.0315,0.8146,-0.0631,2.6967,-0.0462,0.7500,0.0000
830,-0.2416,-0.0321,0.8168,-0.0643,3.1239,-0.0491,0.7500,0.0000
831,-0.3701,-0.2404,0.5597,-0.4807,3.5740,-0.0093,0.0000,1.0000
832,-0.3745,-0.2428,0.5509,-0.4855,3.7249,-0.0119,0.0000,1.0000
833,-0.3141,0.1949,0.6718,0.3898,3.3502,0.1740,0.7500,0.0000
834,-0.3929,-0.2504,0.5141,-0.5007,3.0112,-0.3276,0.0000,0.0000
835,-0.3139,-0.0324,0.6722,-0.0648,2.8993,-0.0062,0.6942,0.0000
836,-0.2028,-0.0241,0.8944,-0.0482,2.7404,-0.0412,0.7500,0.0000
837,-0.1166,-0.0416,1.0667,-0.0833,2.7743,-0.0570,0.7500,0.0000
838,-0.0174,0.2653,1.2652,0.5306,3.0071,0.1869,0.7500,0.0000
839,-0.0424,-0.0907,1.2151,-0.1813,3.3418,-0.1314,0.7500,0.0000
840,-0.0474,-0.1115,1.2053,-0.2231,3.7424,-0.0958,0.7500,0.0000
841,0.0104,0.2483,1.3207,0.4966,4.1601,0.1864,0.7500,0.0000
842,-0.1020,0.4254,1.0960,0.8508,4.5092,0.2937,0.7500,0.0000
843,-0.4036,-0.2488,0.4928,-0.4975,4.8608,-0.0362,0.0000,1.0000
844,-0.4864,-0.2684,0.3272,-0.5368,4.9736,-0.0033,0.0000,1.0000
845,-0.4822,-0.2016,0.3355,-0.4031,4.5221,-0.0028,0.0000,1.0000
846,-0.2973,-0.0328,0.7055,-0.0656,3.9043,-0.0320,0.6542,0.0000
847,-0.2243,-0.0280,0.8514,-0.0560,3.5275,-0.0135,0.7500,0.0000
848,-0.1315,-0.0438,1.0371,-0.0876,3.5900,-0.0260,0.7500,0.0000
849,-0.0892,-0.0740,1.1215,-0.1481,3.8859,-0.0479,0.5110,0.0000
850,-0.0686,-0.0875,1.1627,-0.1751,4.1682,-0.0541,0.0000,0.0000
851,-0.0411,-0.0858,1.2179,-0.1716,4.1896,-0.0509,0.7500,0.0000
852,-0.1179,-0.0387,1.0641,-0.0774,4.0341,-0.0174,0.0000,0.0000
853,-0.3597,-0.0386,0.5807,-0.0772,3.9372,0.0017,0.0000,1.0000
854,-0.4169,-0.2542,0.4663,-0.5085,3.5908,0.0018,0.0000,1.0000
855,-0.4214,-0.2576,0.4572,-0.5152,3.0550,-0.2838,0.0677,0.0000
856,-0.3089,-0.0264,0.6821,-0.0529,2.6201,0.0257,0.7500,0.0000
857,-0.1787,-0.0243,0.9426,-0.0486,2.4321,-0.0184,0.7500,0.0000
858,-0.0315,0.3112,1.2370,0.6223,2.4558,0.2402,0.7500,0.0000
859,-0.0463,-0.0829,1.2074,-0.1658,2.6314,-0.1123,0.7500,0.0000
860,-0.0609,-0.1075,1.1781,-0.2150,2.9426,-0.0739,0.7500,0.0000
861,-0.0498,-0.0966,1.2005,-0.1932,3.3525,-0.0670,0.7500,0.0000
862,-0.0690,0.3859,1.1621,0.7718,3.7872,0.3062,0.7500,0.0000
863,-0.3778,-0.0931,0.5444,-0.1862,4.1478,-0.0332,0.0000,1.0000
864,-0.4090,-0.2460,0.4819,-0.4921,4.2723,-0.0042,0.0000,1.0000
865,-0.2984,-0.0035,0.9778,-0.0055,0.0000,-0.0111,0.7500,0.0000
866,-0.2983,-0.0035,0.9779,-0.0055,0.0001,-0.0099,0.7500,0.0000
867,-0.1739,-0.0060,1.1338,-0.0051,0.0000,-0.0097,0.7500,0.0000
868,-0.1723,-0.0059,1.1372,-0.0051,0.0000,-0.0087,0.7500,0.0000
869,-0.1721,-0.0059,1.1374,-0.0051,0.0000,-0.0074,0.7500,0.0000
870,-0.2144,-0.0067,1.0701,-0.0066,0.0000,-0.0065,0.7500,0.0000
871,0.0423,-0.0089,1.4968,-0.0083,0.1596,-0.0051,0.7500,0.0000
872,0.3782,-0.0083,2.2493,-0.0091,0.8200,-0.0036,0.7500,0.0000
873,0.6572,-0.0070,2.6594,-0.0064,1.1358,-0.0027,0.7500,0.0000
874,0.5315,-0.0064,2.4247,-0.0067,1.4470,-0.0031,0.7500,0.0000
875,0.3932,-0.0094,2.1891,-0.0087,1.7383,0.0025,0.7500,0.0000
876,0.3637,-0.0087,2.0780,-0.0068,2.0431,0.0037,0.7500,0.0000
877,0.3379,-0.0066,1.9856,-0.0041,2.3571,0.0050,0.7500,0.0000
878,0.2916,-0.0030,1.8816,-0.0020,2.6543,0.0002,0.7500,0.0000
879,0.2496,0.0001,1.8043,-0.0004,3.0057,0.0025,0.7500,0.0000
880,0.2679,-0.0011,1.8803,-0.0023,3.4261,0.0037,0.7500,0.0000
881,0.2631,0.0009,1.8393,-0.0007,3.8611,0.0065,0.7500,0.0000
882,0.3653,0.0019,1.9713,0.0007,4.2805,-0.0005,0.7500,0.0000
883,0.6556,-0.0003,2.4942,-0.0009,4.6852,-0.0013,0.7500,0.0000
884,0.7114,-0.0018,2.6274,-0.0007,5.0858,-0.0014,0.7500,0.0000
885,0.6918,0.0003,2.6442,0.0006,5.2067,-0.0007,0.7500,0.0000
886,0.7267,-0.0036,2.6975,-0.0011,5.1715,-0.0017,0.7500,0.0000
887,0.7150,-0.0008,2.6880,-0.0004,5.2858,-0.0009,0.7500,0.0000
888,0.6958,-0.0028,2.6744,-0.0023,5.6864,-0.0016,0.7500,0.0000
889,0.6621,-0.0014,2.6231,-0.0016,6.0543,-0.0010,0.7500,0.0000
890,0.6913,-0.0014,2.6715,-0.0014,6.0333,-0.0010,0.7500,0.0000
891,0.6522,-0.0013,2.6149,-0.0015,7.1067,-0.0009,0.0000,0.0000
892,0.6468,-0.0022,2.5974,-0.0024,7.7123,-0.0002,0.0000,1.0000
893,0.6627,-0.0004,2.6330,-0.0011,7.5882,-0.0006,0.1063,0.0000
894,0.6836,-0.0047,2.6691,-0.0046,7.3350,-0.0019,0.1000,0.0000
895,0.6251,-0.0027,2.5672,-0.0036,7.0834,-0.0011,0.0938,0.0000
896,0.5113,-0.0027,2.3806,-0.0052,6.8119,-0.0015,0.7500,0.0000
897,0.3875,-0.0046,2.1401,-0.0075,6.5698,-0.0023,0.7500,0.0000
898,0.3625,-0.0009,2.0528,-0.0032,6.4901,-0.0006,0.0000,0.0000
899,0.6073,-0.0010,2.5011,-0.0033,6.5048,-0.0009,0.7500,0.0000
900,0.6816,-0.0001,2.6364,-0.0027,6.4111,-0.0006,0.7500,0.0000
901,0.6939,0.0021,2.6107,-0.0018,6.4182,-0.0001,0.7500,0.0000
902,0.7179,0.0041,2.6256,-0.0010,6.5876,0.0002,0.7500,0.0000
903,0.6833,0.0006,2.6069,-0.0023,6.8716,-0.0007,0.6032,0.0000
904,0.6232,-0.0024,2.5194,0.0018,7.1772,-0.0003,0.0000,0.0000
905,0.6670,-0.0046,2.6524,-0.0166,7.3358,-0.0039,0.0704,0.0000
906,0.6641,-0.0014,2.5746,-0.0060,7.2515,-0.0009,0.0642,0.0000
907,0.7054,0.0027,2.6337,0.0021,7.0562,0.0007,0.0579,0.0000
908,0.6987,0.0004,2.6190,-0.0019,6.8050,-0.0007,0.7500,0.0000
909,0.6980,0.0038,2.6032,0.0011,6.5565,0.0006,0.7500,0.0000
910,0.6629,-0.0017,2.4839,-0.0237,6.4637,-0.0049,0.7500,0.0000
911,0.6237,-0.0128,2.5220,-0.0457,6.5562,-0.0098,0.7500,0.0000
912,0.5474,-0.0125,2.4079,-0.0518,6.7886,-0.0104,0.7500,0.0000
913,0.4597,-0.0638,2.1730,-0.1981,7.1121,0.0007,0.0000,1.0000
914,0.4751,-0.0643,2.1167,-0.1911,7.2567,-0.0004,0.0000,1.0000
915,0.5028,-0.0814,1.9028,-0.2110,6.9983,-0.0004,0.0000,1.0000
916,0.3946,-0.1224,1.1440,-0.2637,6.5270,-0.0004,0.0000,1.0000
917,0.3632,-0.1124,1.0643,-0.2449,4.9589,-0.0004,0.0000,1.0000
918,-0.5373,-0.0492,-0.3765,-0.0731,2.5325,-0.0004,0.0000,1.0000
919,0.1006,-0.0523,0.3969,-0.0883,0.1542,-0.0465,0.7500,0.0000
920,-0.4193,-0.0424,-0.2172,-0.0652,0.0356,0.0034,0.0000,1.0000
921,-0.9824,-0.0443,-0.8814,-0.0685,0.0019,-0.0009,0.0000,1.0000
922,-1.1449,-0.0326,-1.0624,-0.0647,0.0012,-0.0009,0.0000,1.0000
923,-1.1968,-0.0245,-1.1110,-0.0554,0.0007,-0.0009,0.0000,1.0000
924,-1.2120,-0.0206,-1.1337,-0.0491,0.0004,-0.0009,0.0000,1.0000
925,-1.1880,-0.0240,-1.1165,-0.0492,0.0002,-0.0009,0.0000,1.0000
926,-1.1580,-0.0273,-1.0889,-0.0531,0.0002,-0.0008,0.0000,1.0000
927,-1.1234,-0.0304,-1.0491,-0.0586,0.0001,-0.0008,0.0000,1.0000
928,-1.0140,-0.0408,-0.9165,-0.0764,0.0001,-0.0008,0.0000,1.0000
929,-0.8402,-0.0628,-0.7042,-0.1100,0.0000,-0.0009,0.0000,1.0000
930,-0.5507,-0.1001,-0.3456,-0.1763,0.0001,-0.0008,0.0000,1.0000
931,-0.8981,-0.1152,-0.6611,-0.2647,0.0000,-0.3551,0.7500,0.0000
932,-0.8948,-0.1152,-0.6387,-0.2725,0.0104,-0.2949,0.7500,0.0000
933,-0.5558,-0.1847,-0.0248,-0.4772,0.0437,-0.2713,0.7500,0.0000
934,-0.4316,-0.2027,0.2727,-0.5429,0.2518,-0.2644,0.7500,0.0000
935,-0.2040,-0.2377,0.8138,-0.6524,0.4332,-0.2492,0.7500,0.0000
936,0.1843,-0.2904,1.6182,-0.8095,0.7028,-0.2346,0.7500,0.0000
937,0.3804,-0.3180,1.9702,-0.8926,0.8937,-0.2403,0.7500,0.0000
938,0.4052,-0.3095,2.0071,-0.8797,1.1804,-0.2401,0.7500,0.0000
939,0.3592,-0.2867,1.9213,-0.8246,1.4754,-0.2367,0.7500,0.0000
940,0.2892,-0.2781,1.8275,-0.7988,1.6657,-0.2444,0.7500,0.0000
941,0.2222,-0.2714,1.7528,-0.7797,1.9142,-0.2510,0.7500,0.0000
942,0.0573,-0.3343,1.5781,-0.9353,2.2265,-0.3222,0.7500,0.0000
943,0.0272,-0.3388,1.5791,-0.9337,2.5740,-0.3192,0.7500,0.0000
